,HIRE_DATE,MANAGER_ID
0,1987-06-17,0
1,1987-06-20,102
2,1987-06-21,103
3,1987-06-22,103
4,1987-06-23,103
5,1987-06-24,103
6,1987-06-25,101
7,1987-06-26,108
8,1987-06-27,108
9,1987-06-28,108
10,1987-06-29,108
11,1987-06-30,108
12,1987-07-02,114
13,1987-07-03,114
14,1987-07-04,114
15,1987-07-05,114
16,1987-07-06,114
17,1987-07-07,100
18,1987-07-08,100
19,1987-07-10,100
20,1987-07-11,100
21,1987-07-12,120
22,1987-07-13,120
23,1987-07-14,120
24,1987-07-15,120
25,1987-07-16,121
26,1987-07-17,121
27,1987-07-18,121
28,1987-07-19,121
29,1987-07-20,122
30,1987-07-21,122
31,1987-07-22,122
32,1987-07-23,122
33,1987-07-24,123
34,1987-07-25,123
35,1987-07-26,123
36,1987-07-27,123
37,1987-07-28,124
38,1987-07-29,124
39,1987-07-30,124
40,1987-07-31,124
41,1987-08-01,100
42,1987-08-02,100
43,1987-08-03,100
44,1987-08-04,100
45,1987-08-05,100
46,1987-08-06,145
47,1987-08-07,145
48,1987-08-08,145
49,1987-08-09,145
50,1987-08-10,145
51,1987-08-11,145
52,1987-08-12,146
53,1987-08-13,146
54,1987-08-14,146
55,1987-08-15,146
56,1987-08-16,146
57,1987-08-17,146
58,1987-08-18,147
59,1987-08-19,147
60,1987-08-20,147
61,1987-08-21,147
62,1987-08-22,147
63,1987-08-23,147
64,1987-08-24,148
65,1987-08-25,148
66,1987-08-26,148
67,1987-08-27,148
68,1987-08-28,148
69,1987-08-29,148
70,1987-08-30,149
71,1987-08-31,149
72,1987-09-02,149
73,1987-09-03,149
74,1987-09-04,149
75,1987-09-05,120
76,1987-09-06,120
77,1987-09-07,120
78,1987-09-08,120
79,1987-09-09,121
80,1987-09-10,121
81,1987-09-11,121
82,1987-09-12,121
83,1987-09-13,122
84,1987-09-14,122
85,1987-09-15,122
86,1987-09-16,122
87,1987-09-17,123
88,1987-09-18,123
89,1987-09-19,123
90,1987-09-20,123
91,1987-09-21,124
92,1987-09-22,124
93,1987-09-23,124
94,1987-09-24,124
95,1987-09-27,201
96,1987-09-28,101
97,1987-09-29,101
98,1987-09-30,101
99,1987-10-01,205
