,COMMISSION_PCT,MANAGER_ID
0,0.0,0
1,0.0,101
2,0.25,148
3,0.0,100
4,0.30000000000000004,100
5,0.2,148
6,0.25,145
7,0.15,147
8,0.0,102
9,0.0,108
10,0.25,149
11,0.0,100
12,0.2,145
13,0.30000000000000004,146
14,0.0,108
15,0.0,108
16,0.30000000000000004,146
17,0.25,146
18,0.0,108
19,0.1,147
20,0.0,100
21,0.0,101
22,0.1,147
23,0.1,149
24,0.1,148
25,0.0,103
26,0.0,103
27,0.0,121
28,0.0,121
29,0.0,123
30,0.0,123
31,0.0,122
32,0.0,123
33,0.0,120
34,0.0,123
35,0.0,114
36,0.0,124
37,0.0,114
38,0.0,114
39,0.0,120
40,0.0,124
41,0.0,124
42,0.0,124
43,0.0,121
44,0.0,123
45,0.0,122
46,0.0,120
47,0.0,120
