,HIRE_DATE,EMPLOYEE_ID
0,1987-10-01,206
1,1987-09-30,205
2,1987-09-29,204
3,1987-09-28,203
4,1987-09-27,202
5,1987-09-24,199
6,1987-09-23,198
7,1987-09-22,197
8,1987-09-21,196
9,1987-09-20,195
10,1987-09-19,194
11,1987-09-18,193
12,1987-09-17,192
13,1987-09-16,191
14,1987-09-15,190
15,1987-09-14,189
16,1987-09-13,188
17,1987-09-12,187
18,1987-09-11,186
19,1987-09-10,185
20,1987-09-09,184
21,1987-09-08,183
22,1987-09-07,182
23,1987-09-06,181
24,1987-09-05,180
25,1987-09-04,179
26,1987-09-03,178
27,1987-09-02,177
28,1987-08-31,175
29,1987-08-30,174
30,1987-08-29,173
31,1987-08-28,172
32,1987-08-27,171
33,1987-08-26,170
34,1987-08-25,169
35,1987-08-24,168
36,1987-08-23,167
37,1987-08-22,166
38,1987-08-21,165
39,1987-08-20,164
40,1987-08-19,163
41,1987-08-18,162
42,1987-08-17,161
43,1987-08-16,160
44,1987-08-15,159
45,1987-08-14,158
46,1987-08-13,157
47,1987-08-12,156
48,1987-08-11,155
49,1987-08-10,154
50,1987-08-09,153
51,1987-08-08,152
52,1987-08-07,151
53,1987-08-06,150
54,1987-08-05,149
55,1987-08-04,148
56,1987-08-03,147
57,1987-08-02,146
58,1987-08-01,145
59,1987-07-31,144
60,1987-07-30,143
61,1987-07-29,142
62,1987-07-28,141
63,1987-07-27,140
64,1987-07-26,139
65,1987-07-25,138
66,1987-07-24,137
67,1987-07-23,136
68,1987-07-22,135
69,1987-07-21,134
70,1987-07-20,133
71,1987-07-19,132
72,1987-07-18,131
73,1987-07-17,130
74,1987-07-16,129
75,1987-07-15,128
76,1987-07-14,127
77,1987-07-13,126
78,1987-07-12,125
79,1987-07-11,124
80,1987-07-10,123
81,1987-07-08,121
82,1987-07-07,120
83,1987-07-06,119
84,1987-07-05,118
85,1987-07-04,117
86,1987-07-03,116
87,1987-07-02,115
88,1987-06-30,113
89,1987-06-29,112
90,1987-06-28,111
91,1987-06-27,110
92,1987-06-26,109
93,1987-06-25,108
94,1987-06-24,107
95,1987-06-23,106
96,1987-06-22,105
97,1987-06-21,104
98,1987-06-20,103
99,1987-06-17,100
