,HIRE_DATE,EMPLOYEE_ID
0,1987-10-01,206
1,1987-09-30,205
2,1987-09-29,204
3,1987-09-27,202
4,1987-09-26,201
5,1987-09-25,200
6,1987-09-24,199
7,1987-09-23,198
8,1987-09-22,197
9,1987-09-21,196
10,1987-09-20,195
11,1987-09-19,194
12,1987-09-18,193
13,1987-09-17,192
14,1987-09-16,191
15,1987-09-15,190
16,1987-09-14,189
17,1987-09-13,188
18,1987-09-12,187
19,1987-09-11,186
20,1987-09-10,185
21,1987-09-09,184
22,1987-09-08,183
23,1987-09-07,182
24,1987-09-06,181
25,1987-09-05,180
26,1987-09-04,179
27,1987-09-03,178
28,1987-09-02,177
29,1987-09-01,176
30,1987-08-31,175
31,1987-08-30,174
32,1987-08-29,173
33,1987-08-28,172
34,1987-08-27,171
35,1987-08-26,170
36,1987-08-25,169
37,1987-08-24,168
38,1987-08-23,167
39,1987-08-22,166
40,1987-08-21,165
41,1987-08-20,164
42,1987-08-19,163
43,1987-08-18,162
44,1987-08-17,161
45,1987-08-16,160
46,1987-08-15,159
47,1987-08-14,158
48,1987-08-13,157
49,1987-08-12,156
50,1987-08-11,155
51,1987-08-10,154
52,1987-08-09,153
53,1987-08-08,152
54,1987-08-07,151
55,1987-08-06,150
56,1987-08-05,149
57,1987-08-04,148
58,1987-08-03,147
59,1987-08-02,146
60,1987-08-01,145
61,1987-07-31,144
62,1987-07-30,143
63,1987-07-29,142
64,1987-07-28,141
65,1987-07-27,140
66,1987-07-26,139
67,1987-07-25,138
68,1987-07-24,137
69,1987-07-23,136
70,1987-07-22,135
71,1987-07-21,134
72,1987-07-20,133
73,1987-07-19,132
74,1987-07-18,131
75,1987-07-17,130
76,1987-07-16,129
77,1987-07-15,128
78,1987-07-14,127
79,1987-07-13,126
80,1987-07-12,125
81,1987-07-11,124
82,1987-07-10,123
83,1987-07-09,122
84,1987-07-08,121
85,1987-07-07,120
86,1987-07-06,119
87,1987-07-05,118
88,1987-07-04,117
89,1987-07-03,116
90,1987-07-02,115
91,1987-07-01,114
92,1987-06-30,113
93,1987-06-29,112
94,1987-06-28,111
95,1987-06-27,110
96,1987-06-26,109
97,1987-06-25,108
98,1987-06-24,107
99,1987-06-23,106
100,1987-06-22,105
101,1987-06-21,104
102,1987-06-20,103
103,1987-06-19,102
104,1987-06-18,101
105,1987-06-17,100
