,HIRE_DATE,DEPARTMENT_ID
0,1987-06-17,90
1,1987-06-20,60
2,1987-06-21,60
3,1987-06-22,60
4,1987-06-23,60
5,1987-06-24,60
6,1987-06-25,100
7,1987-06-26,100
8,1987-06-27,100
9,1987-06-28,100
10,1987-06-29,100
11,1987-06-30,100
12,1987-07-02,30
13,1987-07-03,30
14,1987-07-04,30
15,1987-07-05,30
16,1987-07-06,30
17,1987-07-07,50
18,1987-07-08,50
19,1987-07-10,50
20,1987-07-11,50
21,1987-07-12,50
22,1987-07-13,50
23,1987-07-14,50
24,1987-07-15,50
25,1987-07-16,50
26,1987-07-17,50
27,1987-07-18,50
28,1987-07-19,50
29,1987-07-20,50
30,1987-07-21,50
31,1987-07-22,50
32,1987-07-23,50
33,1987-07-24,50
34,1987-07-25,50
35,1987-07-26,50
36,1987-07-27,50
37,1987-07-28,50
38,1987-07-29,50
39,1987-07-30,50
40,1987-07-31,50
41,1987-08-01,80
42,1987-08-02,80
43,1987-08-03,80
44,1987-08-04,80
45,1987-08-05,80
46,1987-08-06,80
47,1987-08-07,80
48,1987-08-08,80
49,1987-08-09,80
50,1987-08-10,80
51,1987-08-11,80
52,1987-08-12,80
53,1987-08-13,80
54,1987-08-14,80
55,1987-08-15,80
56,1987-08-16,80
57,1987-08-17,80
58,1987-08-18,80
59,1987-08-19,80
60,1987-08-20,80
61,1987-08-21,80
62,1987-08-22,80
63,1987-08-23,80
64,1987-08-24,80
65,1987-08-25,80
66,1987-08-26,80
67,1987-08-27,80
68,1987-08-28,80
69,1987-08-29,80
70,1987-08-30,80
71,1987-08-31,80
72,1987-09-02,80
73,1987-09-03,0
74,1987-09-04,80
75,1987-09-05,50
76,1987-09-06,50
77,1987-09-07,50
78,1987-09-08,50
79,1987-09-09,50
80,1987-09-10,50
81,1987-09-11,50
82,1987-09-12,50
83,1987-09-13,50
84,1987-09-14,50
85,1987-09-15,50
86,1987-09-16,50
87,1987-09-17,50
88,1987-09-18,50
89,1987-09-19,50
90,1987-09-20,50
91,1987-09-21,50
92,1987-09-22,50
93,1987-09-23,50
94,1987-09-24,50
95,1987-09-27,20
96,1987-09-28,40
97,1987-09-29,70
98,1987-09-30,110
99,1987-10-01,110
