,COMMISSION_PCT,MANAGER_ID
0,0.0,0
1,0.0,100
2,0.0,100
3,0.0,102
4,0.0,103
5,0.0,103
6,0.0,103
7,0.0,103
8,0.0,101
9,0.0,108
10,0.0,108
11,0.0,108
12,0.0,108
13,0.0,108
14,0.0,100
15,0.0,114
16,0.0,114
17,0.0,114
18,0.0,114
19,0.0,114
20,0.0,100
21,0.0,100
22,0.0,100
23,0.0,100
24,0.0,100
25,0.0,120
26,0.0,120
27,0.0,120
28,0.0,120
29,0.0,121
30,0.0,121
31,0.0,121
32,0.0,121
33,0.0,122
34,0.0,122
35,0.0,122
36,0.0,122
37,0.0,123
38,0.0,123
39,0.0,123
40,0.0,123
41,0.0,124
42,0.0,124
43,0.0,124
44,0.0,124
45,0.4,100
46,0.30000000000000004,100
47,0.30000000000000004,100
48,0.30000000000000004,100
49,0.2,100
50,0.30000000000000004,145
51,0.25,145
52,0.25,145
53,0.2,145
54,0.2,145
55,0.15,145
56,0.35000000000000003,146
57,0.35000000000000003,146
58,0.35000000000000003,146
59,0.30000000000000004,146
60,0.30000000000000004,146
61,0.25,146
62,0.25,147
63,0.15,147
64,0.1,147
65,0.1,147
66,0.1,147
67,0.1,147
68,0.25,148
69,0.2,148
70,0.2,148
71,0.15,148
72,0.15,148
73,0.1,148
74,0.30000000000000004,149
75,0.25,149
76,0.2,149
77,0.2,149
78,0.15,149
79,0.1,149
80,0.0,120
81,0.0,120
82,0.0,120
83,0.0,120
84,0.0,121
85,0.0,121
86,0.0,121
87,0.0,121
88,0.0,122
89,0.0,122
90,0.0,122
91,0.0,122
92,0.0,123
93,0.0,123
94,0.0,123
95,0.0,123
96,0.0,124
97,0.0,124
98,0.0,124
99,0.0,124
100,0.0,101
101,0.0,100
102,0.0,201
103,0.0,101
104,0.0,101
105,0.0,205
