,HIRE_DATE,EMPLOYEE_ID
0,1987-10-01,206
1,1987-09-30,205
2,1987-09-29,204
3,1987-09-28,203
4,1987-09-27,202
5,1987-09-26,201
6,1987-09-25,200
7,1987-09-24,199
8,1987-09-23,198
9,1987-09-22,197
10,1987-09-21,196
11,1987-09-20,195
12,1987-09-19,194
13,1987-09-18,193
14,1987-09-17,192
15,1987-09-16,191
16,1987-09-15,190
17,1987-09-14,189
18,1987-09-13,188
19,1987-09-12,187
20,1987-09-11,186
21,1987-09-10,185
22,1987-09-09,184
23,1987-09-08,183
24,1987-09-07,182
25,1987-09-06,181
26,1987-09-05,180
27,1987-09-04,179
28,1987-09-03,178
29,1987-09-02,177
30,1987-09-01,176
31,1987-08-31,175
32,1987-08-30,174
33,1987-08-29,173
34,1987-08-28,172
35,1987-08-27,171
36,1987-08-26,170
37,1987-08-25,169
38,1987-08-24,168
39,1987-08-23,167
40,1987-08-22,166
41,1987-08-21,165
42,1987-08-20,164
43,1987-08-19,163
44,1987-08-18,162
45,1987-08-17,161
46,1987-08-16,160
47,1987-08-15,159
48,1987-08-14,158
49,1987-08-13,157
50,1987-08-12,156
51,1987-08-11,155
52,1987-08-10,154
53,1987-08-09,153
54,1987-08-08,152
55,1987-08-07,151
56,1987-08-06,150
57,1987-08-05,149
58,1987-08-04,148
59,1987-08-03,147
60,1987-08-02,146
61,1987-08-01,145
62,1987-07-31,144
63,1987-07-30,143
64,1987-07-29,142
65,1987-07-28,141
66,1987-07-27,140
67,1987-07-26,139
68,1987-07-25,138
69,1987-07-24,137
70,1987-07-23,136
71,1987-07-22,135
72,1987-07-21,134
73,1987-07-20,133
74,1987-07-19,132
75,1987-07-18,131
76,1987-07-17,130
77,1987-07-16,129
78,1987-07-15,128
79,1987-07-14,127
80,1987-07-13,126
81,1987-07-12,125
82,1987-07-11,124
83,1987-07-10,123
84,1987-07-09,122
85,1987-07-08,121
86,1987-07-07,120
87,1987-07-06,119
88,1987-07-05,118
89,1987-07-04,117
90,1987-07-03,116
91,1987-07-02,115
92,1987-07-01,114
93,1987-06-30,113
94,1987-06-29,112
95,1987-06-28,111
96,1987-06-27,110
97,1987-06-26,109
98,1987-06-25,108
99,1987-06-24,107
100,1987-06-23,106
101,1987-06-22,105
102,1987-06-21,104
103,1987-06-20,103
104,1987-06-19,102
105,1987-06-18,101
106,1987-06-17,100
